"Id","Inc","Capital","Hours","Age","Employer","Education","Marital_Status","Occupation"
5743,"High",0,55,34,"Private","High School","Divorced","Specialist"
5744,"Low",0,2,83,"Private","Bach","Never Married","Trades"
5745,"High",1729,60,56,"Private","Bach","Divorced","Management"
5746,"Low",0,5,83,"Private","Bach","Married","Agricultural"
5747,"Low",0,16,73,"Self-Emp","Bach","Married","Agricultural"
5748,"Low",0,30,18,"Private","Bach","Never Married","Management"
5749,"High",0,36,59,"Private","Min","Never Married","Management"
5750,"Low",0,34,32,"Govt","High School","Never Married","Admin"
5751,"High",0,34,58,"Private","Bach","Married","Management"
5753,"High",0,43,32,"Private","Bach","Divorced","Trades"
5754,"Low",0,7,81,"Govt","High School","Divorced","Agricultural"
5755,"Low",0,15,79,"Other","High School","Never Married","Agricultural"
5756,"Low",0,38,24,"Private","Min","Married","Agricultural"
5757,"Low",0,19,75,"Private","High School","Married","Agricultural"
5758,"High",0,44,57,"Private","High School","Never Married","Trades"
5759,"Low",0,26,65,"Govt","Min","Married","Management"
5760,"High",0,42,58,"Private","Bach","Married","Management"
5761,"Low",0,14,75,"Private","Bach","Married","Agricultural"
5762,"High",0,42,60,"Private","Bach","Divorced","Management"
5763,"High",0,61,37,"Private","High School","Married","Admin"
5764,"High",0,37,65,"Govt","High School","Widowed","Agricultural"
5765,"Low",0,16,71,"Private","High School","Married","Agricultural"
5766,"High",0,44,56,"Govt","Min","Married","Specialist"
5767,"Low",0,20,76,"Private","Min","Divorced","Admin"
5768,"Low",0,3,81,"Private","Bach","Divorced","Agricultural"
5769,"High",0,34,71,"Private","Bach","Never Married","Management"
5770,"Low",0,16,73,"Private","Master","Divorced","Admin"
5771,"High",5647,21,52,"Private","High School","Never Married","Specialist"
5772,"Low",0,14,38,"Private","Min","Never Married","Agricultural"
5773,"High",0,67,21,"Private","High School","Divorced","Admin"
5774,"High",0,43,50,"Private","Master","Married","Admin"
5775,"High",0,37,45,"Private","Bach","Married","Agricultural"
5776,"Low",0,7,80,"Self-Emp","Bach","Married","Management"
5777,"Low",0,7,80,"Govt","Bach","Never Married","Specialist"
5779,"Low",0,13,64,"Private","High School","Never Married","Specialist"
5780,"High",1338,40,46,"Private","Bach","Widowed","Specialist"
5781,"Low",0,27,39,"Private","Master","Never Married","Management"
5782,"Low",0,13,70,"Private","Bach","Married","Agricultural"
5783,"High",0,36,58,"Private","Min","Divorced","Agricultural"
5784,"High",0,45,65,"Private","Bach","Never Married","Specialist"
5785,"Low",0,5,81,"Govt","Bach","Never Married","Trades"
5786,"High",0,59,34,"Private","Master","Never Married","Agricultural"
5787,"High",0,53,28,"Private","Bach","Divorced","Trades"
5788,"High",0,41,50,"Govt","Bach","Divorced","Agricultural"
5790,"High",0,44,66,"Private","Bach","Married","Trades"
5791,"High",0,32,68,"Govt","Bach","Divorced","Specialist"
5792,"High",0,30,43,"Private","High School","Married","Trades"
5793,"High",0,65,50,"Private","Bach","Married","Agricultural"
5794,"Low",5277,8,80,"Private","Bach","Married","Trades"
5795,"High",0,41,68,"Private","Master","Widowed","Agricultural"
5796,"Low",0,45,20,"Private","Master","Married","Management"
5797,"High",0,49,56,"Private","Min","Widowed","Specialist"
5798,"Low",0,35,18,"Private","Min","Never Married","Management"
5799,"Low",0,50,24,"Private","High School","Never Married","Specialist"
5800,"Low",0,14,75,"Private","High School","Widowed","Trades"
5801,"High",1554,32,39,"Private","Bach","Married","Agricultural"
5802,"Low",0,41,22,"Self-Emp","Min","Never Married","Agricultural"
5803,"Low",0,1,84,"Self-Emp","Min","Never Married","Agricultural"
5804,"Low",0,11,75,"Private","High School","Divorced","Agricultural"
5805,"Low",0,38,32,"Private","Bach","Married","Admin"
5806,"High",0,39,45,"Private","Min","Never Married","Management"
5807,"Low",0,20,65,"Private","Min","Married","Specialist"
5808,"High",0,44,38,"Private","Bach","Married","Management"
5809,"High",0,60,43,"Private","Bach","Married","Management"
5810,"High",0,38,34,"Private","High School","Never Married","Agricultural"
5811,"Low",0,15,75,"Private","Min","Never Married","Management"
5812,"Low",0,48,23,"Private","Bach","Divorced","Agricultural"
5813,"High",0,41,36,"Private","Bach","Married","Trades"
5814,"Low",0,3,83,"Govt","Master","Never Married","Trades"
5815,"High",0,50,53,"Private","Min","Divorced","Agricultural"
5816,"Low",0,32,73,"Govt","Master","Married","Trades"
5817,"High",0,43,67,"Private","Bach","Divorced","Specialist"
5818,"High",0,49,41,"Private","Bach","Never Married","Admin"
5819,"Low",0,23,32,"Private","High School","Never Married","Agricultural"
5820,"High",0,65,43,"Private","High School","Married","Trades"
5821,"Low",0,13,55,"Private","Bach","Married","Agricultural"
5822,"High",0,54,38,"Private","Min","Divorced","Management"
5823,"High",0,34,46,"Private","High School","Never Married","Trades"
5826,"Low",0,11,69,"Private","Bach","Married","Management"
5827,"High",0,47,43,"Private","Bach","Never Married","Specialist"
5828,"High",0,37,36,"Private","Min","Married","Specialist"
5829,"Low",0,8,79,"Private","Min","Married","Management"
5830,"High",0,33,49,"Govt","Bach","Married","Trades"
5831,"High",4814,35,62,"Private","Bach","Married","Specialist"
5832,"High",0,40,61,"Private","High School","Married","Admin"
5833,"High",0,50,47,"Private","High School","Never Married","Admin"
5834,"High",0,48,56,"Private","High School","Married","Management"
5835,"Low",0,23,24,"Private","High School","Divorced","Agricultural"
5836,"High",0,43,56,"Private","Min","Married","Trades"
5837,"Low",0,30,19,"Private","Min","Never Married","Admin"
5838,"Low",1024,36,22,"Govt","Master","Divorced","Agricultural"
5839,"Low",0,20,23,"Private","High School","Married","Trades"
5840,"High",0,34,59,"Private","High School","Married","Management"
5841,"High",0,40,48,"Govt","Bach","Married","Agricultural"
5842,"Low",0,24,31,"Private","Bach","Married","Management"
5843,"High",0,56,47,"Private","Min","Never Married","Specialist"
5844,"High",0,41,39,"Private","Min","Married","Trades"
5845,"Low",0,21,71,"Private","Master","Divorced","Trades"
5846,"High",0,49,55,"Private","Bach","Married","Admin"
5847,"Low",0,6,82,"Private","Min","Never Married","Admin"
5849,"Low",0,24,50,"Private","Master","Married","Specialist"
5850,"Low",0,23,62,"Private","High School","Married","Trades"
5851,"High",0,33,61,"Private","High School","Never Married","Agricultural"
5852,"High",0,52,35,"Private","Bach","Never Married","Admin"
5853,"Low",0,8,76,"Govt","High School","Divorced","Agricultural"
5854,"Low",0,42,20,"Private","Bach","Married","Agricultural"
5855,"High",0,34,42,"Private","High School","Never Married","Specialist"
5856,"Low",0,35,22,"Private","High School","Divorced","Agricultural"
5857,"Low",0,19,75,"Self-Emp","Bach","Never Married","Specialist"
5858,"High",2887,67,19,"Private","Bach","Never Married","Management"
5859,"High",2362,25,65,"Private","Min","Never Married","Admin"
5860,"High",0,30,51,"Govt","Bach","Married","Trades"
5861,"Low",0,24,40,"Private","Bach","Married","Agricultural"
5862,"Low",1904,12,70,"Self-Emp","Master","Married","Management"
5863,"Low",0,39,23,"Private","Bach","Never Married","Agricultural"
5864,"Low",0,20,72,"Private","Min","Never Married","Admin"
5865,"High",0,59,46,"Private","Bach","Never Married","Admin"
5866,"High",0,53,57,"Private","Bach","Never Married","Management"
5867,"High",0,51,40,"Private","Master","Never Married","Trades"
5868,"Low",0,14,70,"Private","Min","Married","Agricultural"
5869,"High",0,52,52,"Private","High School","Divorced","Management"
5871,"Low",0,25,30,"Self-Emp","Min","Married","Specialist"
5872,"Low",1036,10,79,"Govt","High School","Married","Management"
5873,"Low",1605,2,84,"Private","Bach","Married","Trades"
5874,"Low",0,28,70,"Private","Bach","Married","Trades"
5875,"High",0,29,68,"Private","Master","Married","Agricultural"
5876,"High",1273,33,57,"Private","Min","Divorced","Agricultural"
5877,"Low",0,29,36,"Self-Emp","Min","Never Married","Trades"
5878,"High",0,43,61,"Private","High School","Never Married","Management"
5880,"Low",0,31,30,"Self-Emp","Bach","Never Married","Admin"
5881,"High",0,58,39,"Private","Bach","Married","Trades"
5882,"Low",0,34,33,"Private","Min","Married","Specialist"
5883,"High",0,51,28,"Private","Bach","Married","Management"
5885,"High",0,30,62,"Private","Bach","Married","Admin"
5886,"High",0,28,43,"Private","Master","Married","Specialist"
5887,"High",0,42,50,"Govt","Bach","Married","Management"
5888,"Low",1724,42,22,"Other","Bach","Married","Trades"
5889,"Low",0,34,24,"Private","Master","Married","Management"
5890,"Low",0,13,74,"Govt","Bach","Married","Specialist"
5891,"High",0,50,43,"Private","Bach","Married","Management"
5892,"Low",0,24,42,"Private","Min","Never Married","Trades"
5893,"Low",0,18,71,"Self-Emp","Bach","Widowed","Agricultural"
5894,"High",0,45,42,"Private","High School","Never Married","Admin"
5896,"High",0,36,56,"Private","Bach","Married","Agricultural"
5897,"Low",0,43,26,"Self-Emp","Bach","Never Married","Management"
5899,"High",0,46,28,"Private","Bach","Divorced","Trades"
5900,"High",0,58,59,"Private","Min","Married","Management"
5901,"Low",0,37,30,"Private","Min","Married","Trades"
5902,"High",0,28,53,"Private","Min","Never Married","Management"
5903,"Low",0,13,74,"Private","Min","Married","Agricultural"
5904,"High",0,33,54,"Private","Bach","Never Married","Trades"
5905,"High",0,54,54,"Private","High School","Divorced","Specialist"
5906,"High",0,71,60,"Private","Bach","Never Married","Management"
5907,"High",0,30,63,"Private","Master","Never Married","Agricultural"
5909,"Low",0,23,37,"Self-Emp","Bach","Married","Admin"
5910,"Low",0,8,76,"Private","Bach","Never Married","Management"
5911,"High",0,42,40,"Private","Min","Never Married","Admin"
5912,"Low",0,39,26,"Private","High School","Never Married","Specialist"
5913,"Low",0,31,32,"Private","Bach","Married","Management"
5914,"High",0,29,61,"Private","Bach","Married","Management"
5915,"High",0,39,32,"Private","Bach","Never Married","Admin"
5916,"Low",0,11,79,"Private","Min","Married","Admin"
5917,"Low",0,21,75,"Private","Bach","Divorced","Specialist"
5918,"High",0,45,47,"Private","Min","Never Married","Trades"
5919,"High",0,36,59,"Private","High School","Married","Trades"
5921,"High",862,47,58,"Private","Master","Never Married","Trades"
5922,"Low",0,44,18,"Private","Bach","Never Married","Agricultural"
5923,"High",0,43,42,"Private","High School","Married","Trades"
5924,"High",0,69,41,"Private","High School","Widowed","Specialist"
5925,"Low",0,4,83,"Private","Master","Married","Management"
5926,"Low",0,17,79,"Private","Bach","Married","Agricultural"
5927,"High",0,31,69,"Private","High School","Never Married","Admin"
5928,"High",0,35,72,"Private","Bach","Divorced","Trades"
5930,"Low",0,36,18,"Self-Emp","Bach","Married","Admin"
5931,"Low",0,38,20,"Private","Bach","Never Married","Specialist"
5932,"Low",0,33,30,"Private","High School","Never Married","Admin"
5933,"High",0,46,50,"Private","Master","Never Married","Management"
5934,"Low",0,27,68,"Private","Min","Married","Specialist"
5935,"Low",0,8,80,"Govt","High School","Divorced","Management"
5936,"Low",0,26,29,"Self-Emp","Bach","Married","Agricultural"
5937,"High",0,60,25,"Govt","High School","Never Married","Management"
5938,"High",0,35,35,"Private","Bach","Married","Management"
5939,"High",0,43,70,"Private","High School","Married","Agricultural"
5940,"Low",0,2,83,"Private","Min","Never Married","Agricultural"
5941,"Low",0,18,72,"Private","Min","Never Married","Management"
5942,"Low",0,7,82,"Self-Emp","High School","Divorced","Admin"
5944,"Low",0,13,73,"Private","High School","Never Married","Management"
5945,"Low",0,13,68,"Private","Bach","Married","Trades"
5946,"High",0,60,36,"Private","Bach","Never Married","Specialist"
5947,"Low",0,26,69,"Private","High School","Married","Admin"
5949,"High",0,31,53,"Govt","High School","Married","Trades"
5950,"High",0,37,46,"Private","High School","Divorced","Management"
5951,"High",0,45,55,"Govt","High School","Never Married","Agricultural"
5952,"High",0,51,30,"Private","Bach","Never Married","Management"
5953,"High",0,49,59,"Private","Bach","Married","Trades"
5954,"High",3523,29,54,"Private","Min","Married","Admin"
5955,"Low",0,13,46,"Private","High School","Divorced","Trades"
5958,"Low",0,38,18,"Private","Bach","Never Married","Specialist"
5959,"High",620,59,33,"Private","Bach","Never Married","Management"
5960,"Low",0,4,82,"Private","High School","Married","Trades"
5963,"Low",0,0,85,"Private","Bach","Married","Specialist"
5964,"Low",0,35,27,"Private","Min","Married","Management"
5965,"High",0,48,53,"Private","Min","Divorced","Trades"
5966,"High",0,53,27,"Private","Bach","Never Married","Admin"
5968,"Low",0,26,69,"Private","High School","Never Married","Agricultural"
5969,"High",0,45,29,"Private","Bach","Never Married","Trades"
5970,"Low",0,36,25,"Self-Emp","Min","Married","Agricultural"
5972,"Low",0,35,19,"Private","Bach","Never Married","Trades"
5973,"High",2505,25,65,"Private","Bach","Married","Agricultural"
5974,"Low",0,24,47,"Private","High School","Married","Management"
5975,"High",1392,29,67,"Private","Min","Never Married","Agricultural"
5976,"Low",0,30,26,"Govt","High School","Married","Management"
5979,"Low",0,30,30,"Private","High School","Married","Agricultural"
5980,"High",0,36,50,"Private","Bach","Married","Specialist"
5981,"High",0,27,57,"Private","Min","Never Married","Agricultural"
5982,"High",0,61,33,"Private","Bach","Married","Trades"
5983,"High",0,44,57,"Private","Master","Divorced","Management"
5984,"High",0,61,27,"Private","Min","Married","Agricultural"
5985,"High",3025,54,24,"Private","Bach","Married","Admin"
5986,"Low",0,25,24,"Self-Emp","High School","Married","Admin"
5987,"High",2469,31,51,"Govt","Bach","Divorced","Admin"
5988,"Low",0,18,75,"Private","Min","Never Married","Admin"
5989,"High",0,39,52,"Private","Master","Married","Management"
5990,"High",0,53,32,"Private","High School","Married","Admin"
5991,"Low",0,3,83,"Private","High School","Married","Agricultural"
5992,"Low",0,29,37,"Private","High School","Married","Agricultural"
5993,"Low",0,2,84,"Private","Bach","Married","Agricultural"
5994,"High",0,72,46,"Private","High School","Married","Specialist"
5995,"High",0,48,41,"Private","High School","Married","Management"
5996,"Low",0,19,66,"Private","Min","Divorced","Agricultural"
5997,"Low",711,26,24,"Private","Min","Never Married","Management"
5998,"High",0,36,45,"Private","Bach","Never Married","Specialist"
5999,"High",0,38,61,"Govt","Min","Married","Agricultural"
6000,"High",0,46,58,"Private","High School","Married","Agricultural"
6002,"Low",0,5,81,"Private","High School","Married","Trades"
6004,"High",0,30,56,"Private","High School","Married","Agricultural"
6005,"High",0,26,49,"Private","Bach","Married","Trades"
6006,"High",0,29,42,"Private","High School","Never Married","Admin"
6007,"Low",0,22,60,"Private","Master","Married","Admin"
6008,"Low",0,28,74,"Self-Emp","Bach","Never Married","Trades"
6009,"Low",0,22,69,"Self-Emp","Min","Never Married","Management"
6010,"High",0,56,42,"Private","Min","Never Married","Trades"
6011,"High",0,53,50,"Private","Min","Never Married","Specialist"
6012,"Low",0,4,81,"Self-Emp","Bach","Married","Specialist"
6013,"High",0,59,29,"Private","Min","Divorced","Admin"
6014,"High",2381,48,48,"Private","Master","Never Married","Agricultural"
6015,"Low",0,5,81,"Private","High School","Married","Trades"
6016,"High",0,46,47,"Private","Min","Married","Management"
6018,"High",0,28,55,"Private","High School","Married","Management"
6020,"High",0,53,54,"Private","Min","Never Married","Agricultural"
6021,"Low",0,35,31,"Govt","Min","Widowed","Trades"
6022,"Low",0,11,79,"Govt","High School","Married","Management"
6023,"High",1687,55,46,"Govt","High School","Never Married","Specialist"
6024,"Low",0,36,30,"Govt","Bach","Married","Agricultural"
6025,"High",0,46,65,"Private","High School","Never Married","Admin"
6026,"Low",0,14,75,"Private","High School","Never Married","Admin"
6027,"High",0,38,51,"Private","High School","Divorced","Management"
6028,"High",0,30,67,"Other","High School","Married","Agricultural"
6029,"High",0,72,45,"Private","Bach","Never Married","Specialist"
